tranche,zincid,SMILES
H23P050,ZINCnb00000gEddJ,CCCCCC(=O)N1C[C@@H](O)[C@H](N(C)C(=O)Cc2cn[nH]c2)C1
H25P300,ZINCpA00000O4g7O,CCc1cc(CN(CC2(F)CCC2)C(=O)[C@@H](OC)C2(C)CC2)n(C)n1
H25P130,ZINCpj00000SOeJZ,O=C(NC/C=C/CC(=O)N1CCc2ccncc21)[C@H](F)n1ccnc1
H25P140,ZINCpk00000SJ7JG,C=C[C@@H](OC)C(=O)N[C@@H]1CCC[C@@H](C(=O)N[C@@H](C)c2nccn2C)C1
H24P230,ZINCot00000mpIBZ,CCC=CC=CC(=O)N1CC(SC)(C(=O)NC[C@@](C)(CC)OC)C1
H25P300,ZINCpA00000O4g7K,CCc1cc(CN(CC2(F)CCC2)C(=O)C2(C)CC(OC)C2)n(C)n1
H25M100,ZINCp400000VW6G8,C[C@@H]1CNc2c(C(=O)N3C[C@@H](O)C[C@H](NC(=O)C(N)=O)C3)cnn2C1
H25P130,ZINCpj00000SOeJ7,O=C(NCC#CCCO)[C@@H]1C[C@H](F)CCN1C(=O)C[C@]12CCC[C@H]1C2
H25P110,ZINCph00000VW6Fr,C[C@H]1[C@H](NC(=O)CS(=O)(=O)C2CC2)CCCN1C(=O)C1C[C@@H]2C[C@H]2C1
H25P210,ZINCpr000002rHcD,CCn1cc(Cl)c(C(=O)N(C)[C@H](C)CNC(=O)[C@H](CC(C)C)OC)n1
H25P090,ZINCpf00002sYBSJ,COC(=O)C1(CCCn2cc(CNC(=O)COCC(F)F)nn2)CC1
H25P160,ZINCpm00000SOeJX,O=C(NCCCCC(=O)N1CC[C@@]2(C=CCO2)C1)c1cncc(F)c1
H24P170,ZINCon00000si4f9,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)NCCc1cccc(OCC)n1
H19P090,ZINCjf00001bPvgI,CN(C)C(=O)C(C)(C)CNC(=O)C1CCC(=O)CC1
H25M000,ZINCp500002sYBRL,COC(=O)c1cc([C@H](c2nnnn2C)N2CCCNC(=O)C2)oc1C
H24M000,ZINCo500000204rs,COC[C@@H](O)C(=O)NC[C@@H](C)CNC(=O)Cc1cccc(N)c1N
H24P230,ZINCot00000mpIBX,CCCC(C)=CC(=O)N1CC(SC)(C(=O)NCC2CC(C#N)C2)C1
H25P120,ZINCpi00000SJ7JE,C=C[C@H](OC)C(=O)N[C@@H]1CCC[C@@H](C(=O)N[C@@H](C)c2cnn[nH]2)CC1
H25M000,ZINCp500002sYBSm,COC(=O)[C@]1(C)CCN1C(=O)C[C@H](C)NC(=O)c1cnn(C)c(=O)c1
H23P050,ZINCnb00000gEdwR,CCCCCC(=O)N[C@@H]1CCN(C(=O)[C@H]2CCN(C)C2)C[C@H]1O
H23P050,ZINCnb00000gEcSz,CCCCC1(C(=O)N2CCN(C(=O)C=CCO)[C@@H](CO)C2)CC1
H23P050,ZINCnb00000gEfkL,CCCCOCC(=O)N1CCN(C(=O)C2CC(F)C2)[C@@H](CO)C1
H25P130,ZINCpj00000SOeJe,O=C(NCCCCCO)[C@@H]1CCO[C@@H]1CNC(=O)C1(CCF)CCC1
H25P040,ZINCpa00002sYBRI,COC(=O)[C@@]1(C)C[C@@H]1CNC(=O)[C@H]1CCC[C@@H]1c1cn(CCO)nn1
H25M000,ZINCp500002sYBSE,COC(=O)c1ccc(N2CC[C@](C)(NC(=O)[C@@H](C)S(N)(=O)=O)C2)nn1
H22P300,ZINCmA00000azjLe,Cc1nc(Br)c(C(=O)NCCC[C@@H](C)NC(=O)C2CCC2)s1
H22P300,ZINCmA00000azjLd,Cc1nc(Br)c(C(=O)NCCCCCNC(=O)C2(C)CC2)s1
H24P090,ZINCof00000HLqfM,CC1(C)C[C@H](NC(=O)CCCNC(=O)[C@@H]2CN3CCC2CC3)CO1
H25P330,ZINCpD00000O4g7I,CCc1cc(CN(CC2(F)CC2)C(=O)CN2C[C@H]3C[C@@H]3C2)ccc1C
H25P110,ZINCph00002sYBSa,COC(=O)c1cc(Cl)cc(C(=O)N2CC3(C[C@H]2C(=O)O)OCCO3)c1
H23P210,ZINCnr00000r2f8U,C[C@H](CN=[N+]=[N-])NC(=O)CCCNC(=O)[C@]12CCC[C@@H]1C2(F)F
H23P300,ZINCnA000003KAa9,CC(C)C[C@@H](C)CN1CC[C@H](NC(=O)c2cnns2)C(C)(C)C1
H25M100,ZINCp400000VW6FI,C[C@H]1CN2CCN1[C@H](C(=O)NC1(CCO)CN(C(=O)C3(F)CC3)C1)C2
H24P280,ZINCoy00000m13hX,Cn1cncc1[C@@H]1CCCCN1C(=O)c1ccc(F)c2[nH]ncc12
H24P060,ZINCoc00000HLqgj,CC1(C)C[C@@H](NC(=O)C[C@H]2CCN2C(=O)c2cc[n+]([O-])cc2)CO1
H25P190,ZINCpp00000SOeJQ,O=C(NCCCCC(=O)N1CCC12CC(O)C2)c1cc(F)ccc1F
H25P210,ZINCpr000002rHk7,CCn1cc(Cl)c(C(=O)N2CCC[C@@H]2C2(NC(=O)C3CSC3)CC2)n1
H24P260,ZINCow000007IWL5,Cc1ccoc1C(=O)NCC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@@H]3C[C@@H]3C2)C1
H25P230,ZINCpt000003jnuf,O=C(Cc1cccnc1Cl)N[C@]1(CF)CCN(C(=O)C2CC=CC2)C1
H20P050,ZINCkb00001bPvgP,CN(C)C(=O)C(C)(C)CNC(=O)C#CC(C)(C)N(C)C
H25P130,ZINCpj00000SOeJg,O=C(NCCC#CCO)[C@H]1[C@H]2CCC[C@H]2CN1C(=O)C(F)=CC1CC1
H23P050,ZINCnb00000gEcMA,CCCCC(=O)N[C@H]1C[C@@](F)(CNC(=O)CC2=NNC(=O)C2)C1
H22P280,ZINCmy000006BXGK,CC1(C)[C@H](NC(=O)c2cc(Br)sn2)CCN1C(=O)CC1CC1
H25P210,ZINCpr000002rGO3,CCn1cc(CC(=O)N[C@@H](C)[C@@H](Nc2cc(C)ncn2)C(C)C)cn1
H23P300,ZINCnA000003KA8g,CC(C)C[C@@H](C)CN1CCN(C(=O)c2ncccc2F)[C@@H](C)C1
H20P020,ZINCk800001bPvhg,CN(C)C(=O)C(C)(C)CNC(=O)N1CC[C@@H](O)[C@H](F)C1
H25P260,ZINCpw00000xCXNp,CC1(NC(=O)C2CC3(CCN(C(=O)[C@@H]4Cc5ccccc54)C3)C2)CC1
H25M000,ZINCp500000VW6F9,C[C@H]1[C@@H](NC(=O)CNC(=O)C(F)(F)F)CCN1C(=O)[C@@H](O)CC(F)F
H22P280,ZINCmy000006BXrl,CC1(C)[C@@H](c2ccccc2)CCN1S(=O)(=O)C1CC(C#N)C1
H20P060,ZINCkc00001bPvh4,CN(C)C(=O)C(C)(C)CNC(=O)[C@H]1CC(F)(F)CCN1
H24P180,ZINCoo00000si4fi,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)N[C@H](CO)c1ccc(C)cc1F
H18P120,ZINCii00001bPvh1,CN(C)C(=O)C(C)(C)CNC(=O)[C@H]1CC[C@H]2C[C@H]21
H21P080,ZINCle00001bPvgD,CN(C)C(=O)C(C)(C)CN[C@H]1CNCC2(CCOCC2)C1
H25P210,ZINCpr000002rH8E,CCn1cc(Cl)c(C(=O)N(C)CCCNC(=O)C(=O)CCC(C)C)n1
H25P160,ZINCpm00000SJ7JC,CC[C@H](O)CC(=O)N[C@@H]1CCC[C@@H](C(=O)N[C@H]2CCC[C@H](O)CC2)C1
H24P230,ZINCot00000mpIBL,CCC(C)(C)CC(=O)N1CCSC[C@@H]1C(=O)N(C)[C@H](C)C(C)(C)O
H24P280,ZINCoy00000m13hO,Cn1cncc1[C@@H]1CCCCN1CC(=O)Nc1ccc(F)c(F)c1
H25P270,ZINCpx00000xCXO2,C[C@@]1(NC(=O)C2CCCC2)CCC[C@H]1NC(=O)c1cnc(O)c(Cl)c1
H24P260,ZINCow000007IXcM,Cc1ccoc1C(=O)NC[C@H]1C[C@@H](NC(=O)[C@H]2CCCC2(F)F)C1
H25P260,ZINCpw00000xCXNY,C[C@]1(NC(=O)c2ccc3nccn3c2)C[C@@H](C(=O)NCC(Cl)=CCl)C1
H25P120,ZINCpi00000SOeKb,O=C(NC/C=C/CC(=O)N1CC(c2ncc[nH]2)C1)c1ccc(F)cn1
H19P060,ZINCjc00001bPvgW,CN(C)C(=O)C(C)(C)CNC(=O)CCNCC1CC1
H24P280,ZINCoy00000m13hJ,Cn1cncc1[C@H]1CCCCN1CC[C@@H]1NC(=O)c2ccccc21
H24P150,ZINCol00000op9rG,Cc1cncc(NC(=O)[C@H]2C[C@@H](NCc3cccc(C#N)n3)C2)n1
H25P060,ZINCpc00000VW6FT,C[C@H]1Cn2nccc2CN1N1CCCN(CC(=O)N2CCCC2)CC1
H25P300,ZINCpA00000O4g85,CCc1cc(CN(C[C@@]2(F)CCOC2)C(=O)c2cn[nH]c2)ccc1C
H25P190,ZINCpp00000SOeJW,O=C(NCCCCC(=O)N1CC[C@@]2(CC=CCO2)C1)c1n[nH]cc1Cl
H21P210,ZINClr00000g4coi,C[C@H]1CC2(CCN(C(=O)NCCCCCCN)CC2)CO1
H21P080,ZINCle00001bPvgN,CN(C)C(=O)C(C)(C)CNC(=O)CC1[C@H]2CC[C@H]1CNC2
H21P280,ZINCly00000g4coc,C[C@H]1Cc2cc(NC(=O)N3[C@H](C)CCCN3C)ccc2O1
H25P300,ZINCpA00000O4g8f,CCc1cc(CN(C[C@@]2(F)CCOC2)C(=O)[C@H]2CCOC2)ccc1C
H25P170,ZINCpn00000SOeJI,O=C(NC/C=C/CC(=O)N1CC2(CCOCC2)C1)c1ccccc1O
H21P090,ZINClf00001bPvhq,CN(C)C(=O)C(C)(C)CNC(=O)N(C)C[C@@H]1CCC[C@H]1O
H25P330,ZINCpD00000O4g86,CCc1cc(CN(C[C@]2(F)CCOC2)C(=O)CCc2ccsc2)no1
H19P150,ZINCjl00001bPvho,CN(C)C(=O)C(C)(C)CNC(=O)N(C)CC1CCC1
H22P280,ZINCmy000006BXFe,CC1(C)[C@H](NC(=O)C2CCCCC2)CCN1C(=O)CCCF
H24P140,ZINCok00000op9rO,Cc1cncc(NC(=O)[C@@H]2C[C@H](O)CCN2C(=O)NCCCCl)c1
H23P050,ZINCnb00000gEh3z,CCCC[C@@H](CNC(=O)[C@@H](C)C(F)F)NC(=O)c1nnn(C)n1
H24P160,ZINCom00000si4ft,CCOC(=O)[C@@H]1C[C@]12C[C@H]2C(=O)OC[C@H]1CCc2cnn(C)c2C1
H19P010,ZINCj700001bPvhz,CN(C)C(=O)C(C)(C)CNC(=O)NOCC(C)(C)O
H25P160,ZINCpm00000SOeJH,O=C(NCCCCC(=O)N1Cc2ccncc2C1)c1c[nH]c(=S)cn1
H21P120,ZINCli00001bPvhy,CN(C)C(=O)C(C)(C)CNC(=O)N[C@H](CC#N)C(F)(F)F
H25P230,ZINCpt000003jnYX,O=C(Cc1ccnc(F)c1)N[C@H]1C=CCN(C(=O)c2cc(Br)co2)C1
H25P300,ZINCpA00000O4g8l,CCC1CC(CN(CC2(n3cccn3)CC2)C(=O)COCC2CC2)C1
H25P150,ZINCpl00000SOeKd,O=C(NCCCCC(=O)N1CCC[C@]12CCNC2=O)c1csnc1Cl
H24P260,ZINCow000007IWFM,Cc1ccoc1C(=O)NCCNC(=O)c1cc2ncc(Br)cc2o1
H25P170,ZINCpn00000SOeJF,O=C(NCCCCC(=O)N1CC2(CC[C@H]2O)C1)C1=C[C@H]2C=C[C@@H](C1)C2
H25M000,ZINCp500002sYBSC,COC(=O)c1ccc(N2CCC[C@@H]2CNC(=O)Cn2ccnn2)nn1
H25M100,ZINCp400002sYBSD,COC(=O)c1ccc(-n2cc(C[C@@H](CO)NC[C@H](O)CO)nn2)cc1
H24P170,ZINCon00000si4f1,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)Nc1ccc(COCCO)cc1
H25P080,ZINCpe00000VW6Gd,C[C@H]1CN(c2nccnc2C#N)CCN1N1CC[C@@H](C2=NOCC2)C1
H23P300,ZINCnA000003KA1j,CC(C)C[C@@H](C)CN(C)CCCNC(=O)C[C@H]1C[C@H]2CC[C@H]1O2
H24P260,ZINCow000007IWKq,Cc1ccoc1C(=O)NCC[C@H]1CCN(C(=O)c2coc(Br)n2)C1
H23P300,ZINCnA000003KA5I,CC(C)C[C@@H](C)CN1CCCO[C@@H](CNC(=O)C2(C)CCC2)C1
H23P250,ZINCnv00000r2f8M,C[C@H](CN=[N+]=[N-])NC(=O)/C=C/[C@H]1CCCN1C(=O)CCC1CC1
H25P280,ZINCpy00000xCXOf,C[C@@]1(NC(=O)C2=CCCCC2)CCCC[C@@H]1C(=O)N1CCCOCC1
H25P250,ZINCpv00000xCXNS,C[C@]1(NC(=O)c2cc(C3CC3)sn2)CCN(C(=O)Cc2ccco2)C1
H25P120,ZINCpi00000SOeJ8,O=C(NCCCCCO)[C@@H]1C[C@@H](NC(=O)[C@@]23C=C[C@@H](CC2)C3)CCO1
H20P050,ZINCkb00001bPvha,CN(C)C(=O)C(C)(C)CNC(=O)[C@@H](F)[C@@H]1CCCNC1
H23P050,ZINCnb00000gEgnL,CCCCSCC(=O)N1CC[C@H](N(CCO)C(=O)C2COC2)C1
H25M000,ZINCp500000VW6FP,C[C@@H]1CN2CCN1[C@@H](C(=O)NCCNC(=O)c1c(N)cncc1Br)C2
H25P330,ZINCpD00000O4g80,CCc1cc(CN(C[C@]2(F)CCCOC2)C(=O)[C@H](C)CC(F)F)on1
H25P100,ZINCpg00000VW6Ft,C[C@H]1[C@H](NC(=O)CSS(C)(=O)=O)CCCN1C(=O)c1ccc(CO)s1
H25P150,ZINCpl00000SOeKf,O=C(NC/C=C/CC(=O)N1CC=CC12CCOCC2)[C@@H]1CCCCO1
H24P300,ZINCoA00000m13hC,Cn1cncc1CCOc1ccc2cnn([C@@H]3CCCCO3)c2c1
H25M000,ZINCp500002sYBSx,COC(=O)[C@]1(C)CCN1C(=O)CSCCNC(=O)C[C@@H]1CCC(=O)N1
H25P070,ZINCpd00000VW6FH,C[C@H]1CN2CCN1[C@H](C(=O)N1CCN(C(=O)c3cocc3Br)CC1)C2
H23P050,ZINCnb00000gEgXa,CCCC[C@@H](CC)C(=O)N[C@@H]1CN(C(=O)C(F)(F)CO)C[C@@H]1O
H21P310,ZINClB00000g4co7,C[C@@H]1CC2(CCN(C(=O)/C=C/c3ccccc3)CC2)CO1
H25P080,ZINCpe00002sYBRD,COC(=O)c1ccc(C(=O)N[C@H]2CCC[C@H]2NC(=O)[C@H](C)[C@H](C)O)o1
H24P040,ZINCoa00000HLqfP,CC1(C)C[C@H](NC(=O)CCCNC(=O)[C@H](O)CC(F)(F)F)C(=O)O1
H25P150,ZINCpl00000SOeKj,O=C(NCCCCC(=O)N1CCC[C@]2(C=CCO2)C1)[C@H]1CC=CCO1
H25P300,ZINCpA00000O4g7W,CCc1cc(CN(C[C@]2(F)CCCOC2)C(=O)C2(CC)CC2)n(C)n1
H21P020,ZINCl800001bPvgE,CN(C)C(=O)C(C)(C)CNC(=O)C12CCC(CN)(CC1)O2
H25M100,ZINCp400002sYBRZ,COC(=O)[C@]1(C)C[C@H](NC(=O)[C@H](Cc2cn[nH]c2)NC(=O)C(N)=O)C1
H25P140,ZINCpk00000SOeK2,O=C(NCCCCC(=O)N1CC[C@@]2(CCO2)C1)[C@@H]1CC(=O)C12CCC2
H25M100,ZINCp400002sYBRC,COC(=O)c1ccc(C(=O)NCCOCCCNS(=O)(=O)CCO)[nH]1
H24P260,ZINCow000007IX8O,Cc1ccoc1C(=O)NC[C@H]1CCCN(C(=O)[C@@H]2CCC2(F)F)C1
H23P050,ZINCnb00000gEfTM,CCCCO[C@@H](C)C(=O)NCC#CCNC(=O)[C@H]1CC(C)=NO1
H25P280,ZINCpy00000xCXOb,C[C@]1(NC(=O)c2cccc3c2CCC3)C[C@@H](C(=O)N2CC=CCC2)C1
H25P190,ZINCpp00000SOeJB,O=C(NCCCCC(=O)N1Cc2ccccc2C1)[C@@H]1C[C@H](O)[C@@H](F)C1
H23P050,ZINCnb00000gEd4L,CCCCCC(=O)N1CCN(C(=O)CC(=O)OCC)C[C@H]1CO
H25P050,ZINCpb00000VW6Gh,C[C@@H]1CN=C2NC(C(=O)N[C@@H](CCc3ccncc3)C(=O)O)=NN2C1
H23P300,ZINCnA000003KA4m,CC(C)C[C@@H](C)CN1CC2(C1)CN(C(=O)CC(C)(C)C)CCO2
H25P280,ZINCpy00000xCXO7,C[C@]1(NC(=O)C2CCCC2)C[C@@H](C(=O)Nc2ccc3c(c2)OCO3)C1
H25P000,ZINCp600002sYBSK,COC(=O)c1ccc(-n2cc(CO[C@@H](C)CNC(=O)CO)nn2)cc1
H24P070,ZINCod00000HLqgb,CC1=CC[C@H](NC(=O)C[C@H]2C[C@H]2CNC(=O)C2CS(=O)(=O)C2)CC1
H23P260,ZINCnw00000r2f8G,C[C@H](CN=[N+]=[N-])NC(=O)C/C=C/CNC(=O)C=CC1CCCC1
H24P070,ZINCod00000HLqgg,CC1(C)C[C@H](NC(=O)C[C@@H]2C[C@@H](O)CN2C(=O)CC#N)C(C)(C)O1
H25P230,ZINCpt000003jnuO,O=C(Cc1ccco1)N1CC2(C1)CN(C(=O)C[C@@H]1CC[C@@H]3C[C@@H]3C1)C2
H25P190,ZINCpp00000SOeK6,O=C(NC/C=C/CC(=O)N1CCc2cncnc2C1)c1csc(F)c1
H25P340,ZINCpE00000FExrj,C[C@]1(Br)C[C@@H]1CN(CC[C@@H]1CCCC[C@H]1O)C(=O)[C@@H](O)CC1CCC1
H25P320,ZINCpC00000O4g8n,CCC1CC(CN(Cc2nc3c([nH]2)CCCC3)CC2(C)OCCO2)C1
H24P180,ZINCoo00000si4fb,CCOC(=O)[C@@H]1C[C@@]12C[C@@H]2C(=O)NCCc1c[nH]c2ncccc12
H24M000,ZINCo500000204VH,COC[C@@H](O)C(=O)NC[C@@H](NC(=O)c1ncc(C)cc1O)C(C)C
H24P070,ZINCod00000HLqg6,CC1(C)C[C@H](NC(=O)C[C@H]2C=C[C@@H](NC(=O)C(F)(F)CO)C2)CO1
H24P350,ZINCoF0000050tjx,CC[C@@H](CC(=O)N1CCC(CNC(=O)C[C@H](C)C(C)C)CC1)SC
H25P290,ZINCpz00000O4g7L,CCc1cc(CN(CC2(F)CCC2)C(=O)c2cnn(C)c2Cl)n(C)n1
H25P380,ZINCpI00000FExrl,C[C@@]1(Br)C[C@@H]1CN(CC[C@H]1CCC[C@H]1O)Cc1nc(C2CCC2)no1
H25M000,ZINCp500002sYBS7,COC(=O)[C@]1(C)C[C@@H](NC(=O)N2CC([C@H]3CC(=O)NC3=O)C2)CCO1
H25P000,ZINCp600000VW6F5,C[C@H]1[C@H](NC(=O)CNC=O)CCCN1C(=O)Cc1cnn(C2CC2)c1
H23P230,ZINCnt00000r2f8x,C[C@H](CN=[N+]=[N-])NC(=O)CCC[C@@H](C)NC(=O)[C@H](F)C(F)(F)F
H24P180,ZINCoo00000si4fv,CCOC(=O)[C@@H]1C[C@@]12C[C@@H]2C(=O)OCC(=O)Nc1ccc(Cl)cn1
H24P260,ZINCow000007IX4e,Cc1ccoc1C(=O)NC[C@H](C)NC(=O)[C@@H]1C[C@@H]2CSC[C@@H](C2)C1
H24P260,ZINCow000007IWTx,Cc1ccoc1C(=O)NC[C@@H]1CC[C@@H]1NC(=O)CC1CC(F)(F)C1
H24P050,ZINCob00000HLqfQ,CC1(C)C[C@H](NC(=O)C(C)(C)NC(=O)CN2CCCCC2)C(=O)O1
H24P130,ZINCoj00000op9s7,Cc1cncc(NC(=O)[C@H]2CCN(C(=O)c3ccnc(Cl)n3)C2)n1
H24M000,ZINCo500000204p3,COC[C@@H](O)C(=O)NC[C@@H](C)CN(C)C(=O)c1coc(C(N)=O)c1
H25M100,ZINCp400000VW6FG,C[C@H]1CN2CCN1C[C@@H]2C(=O)N[C@H]1C[C@@](C)(NC(=O)/C=C\C(N)=O)C1
H25P260,ZINCpw00000xCXNX,C[C@@]1(NC(=O)c2ccc3nccn3c2)CCCN(C(=O)CC(Cl)Cl)C1
H25P090,ZINCpf00002sYBRN,COC(=O)c1cc([C@H](C(=O)NC[C@H]2CCOC2)N(C)[C@@H]2C[C@H]2C)no1
H24P190,ZINCop00000si4f4,CCOC(=O)[C@@H]1C[C@]12C[C@@H]2C(=O)NCc1c(C)cc(C)nc1OC
H23P050,ZINCnb00000gEcPG,CCCCC(=O)N[C@H]1[C@H]2[C@@H](O)C[C@@H]1CN2C(=O)c1cnc(C)[nH]1
H23P210,ZINCnr00000r2f97,C[C@H](CN=[N+]=[N-])NC(=O)C[C@H]1CCN(C(=O)C2CSC2)C1(C)C
H23P050,ZINCnb00000gEfSU,CCCCO[C@@H](C)C(=O)N1C[C@@H]2C[C@H]1[C@@H]2NC(=O)[C@@H](O)C(F)F
H23P050,ZINCnb00000gEfi8,CCCCOCC(=O)N1CC(NC(=O)c2nc(Br)cnc2N)C1
H25P310,ZINCpB00000O4g7X,CCC1CC(CN(C[C@@]2(F)CCCOC2)C(=O)c2cn(C)nc2C)C1
H25P340,ZINCpE00000FExrh,C[C@]1(Br)C[C@H]1CN(CC[C@H]1CCCC[C@H]1O)C(=O)[C@H]1CCCC[C@H]1O
H25P330,ZINCpD00000O4g7P,CCc1cc(CN(CC2(F)CCC2)C(=O)COc2ccsc2)n(C)n1
H25P250,ZINCpv00000xCXNy,C[C@@]1(NC(=O)C2CC3(CSC3)C2)CCC[C@H]1NC(=O)Cc1ccoc1
H22P290,ZINCmz00000azjLk,Cc1nc(Br)c(C(=O)N(C)CCN(C(=O)C2CC2)C(C)C)s1
H25P190,ZINCpp00000SJ7JJ,CC[C@H](OC)C(=O)N[C@H]1CCC[C@H](NC(=O)c2nn(C)c(C)c2Cl)C1
H25P150,ZINCpl00000SOeK1,O=C(NC/C=C/CC(=O)N1CC[C@]2(CCO2)C1)c1cccc(O)c1F
H23P180,ZINCno00000I6oCX,C=C=C(C)CC(=O)N1C[C@H](NC(=O)c2c(I)cnn2C)C[C@@H]1C
H25P290,ZINCpz00000O4g82,CCc1cc(CN(C[C@@]2(F)CCOC2)C(=O)C2C=CC=CC=C2)no1
H25P110,ZINCph00002sYBRP,COC(=O)C1CC([C@H](NC(=O)[C@]2(C3CCC3)CCCO2)C(=O)OC)C1
H25P270,ZINCpx00000xCXNu,CC1(NC(=O)C2CC3(CC(NC(=O)C(=O)C(C)(C)C)C3)C2)CCCC1
H24P260,ZINCow000007IX8u,Cc1ccoc1C(=O)NC[C@H]1CCCCN(C(=O)[C@H](F)C2CC2)C1
H24P200,ZINCoq00000mpIBE,CC(C)CCCC(=O)N1CCSC[C@@H]1C(=O)NCC[C@H]1C[C@H](O)C1
H24P280,ZINCoy00000m13hY,Cn1cncc1[C@@H]1CCCCN1C(=O)c1ccc(F)c([N+](=O)[O-])c1
H25P210,ZINCpr000002rGUL,CCn1cc(CC(=O)N[C@H](CCNC(=O)[C@@H](C)C2CC2)C(C)C)cn1
H24M000,ZINCo500000204Hv,COC[C@@H](O)C(=O)NC[C@@H](C)NC(=O)c1ccc(N)cc1[N+](=O)[O-]
H23P050,ZINCnb00000gEcYy,CCCCCC(=O)N(C)CCNC(=O)C[C@H]1CCC(=O)NC1=O
H18P160,ZINCim00001bPvgO,CN(C)C(=O)C(C)(C)CNC(=O)C(C)(C)CCF
H24P280,ZINCoy00000m13hN,Cn1cncc1[C@@H]1CCCCN1CC(=O)[C@H](C#N)c1ccccc1
H25P210,ZINCpr000002rGQg,CCn1cc(CC(=O)N[C@@H]2CCN(c3nc(SC)ns3)[C@@H](C)C2)cn1
H25P210,ZINCpr000002rH93,CCn1cc(Cl)c(C(=O)N(C)CCOCCNC(=O)CCC(C)C)n1
H25P330,ZINCpD00000O4g7F,CCc1cc(CN(CC2(F)CC2)C(=O)c2cccc3c2CCN3)no1
H25M000,ZINCp500002sYBRU,COC(=O)[C@]1(C)C[C@H](NC(=O)CCNC(=O)[C@@H](C)NC(=O)C2CC2)C1
H25P230,ZINCpt000003jnuj,O=C(Cc1cccnc1Cl)N[C@]1(CF)CCN(C(=O)[C@H]2C=CCC2)C1
H25M000,ZINCp500002sYBS4,COC(=O)[C@]1(C)C[C@H](NC(=O)CN2C(=O)[C@@H]3[C@H]4CC[C@@H](O4)[C@@H]3C2=O)C1
H24P180,ZINCoo00000si4fy,CCOC(=O)[C@@H]1CC12CCN(c1ccc(-n3cccn3)nn1)CC2
H25M000,ZINCp500000VW6Fx,C[C@@H]1CN2CCN1C[C@H]2C(=O)NC12CC(NC(=O)c3nncs3)(C1)C2
H25P090,ZINCpf00000VW6Fi,C[C@H]1[C@@H](NC(=O)COCC2(F)CC2)CCN1C(=O)CCc1ncc[nH]1
H24P140,ZINCok00000op9rS,Cc1cncc(NC(=O)[C@@H]2C[C@H](O)CN2Cc2ncccc2F)c1
H25P150,ZINCpl00000SOeJU,O=C(NCCCCC(=O)N1CCC2(CCC2)CC1)c1cc(CO)[nH]n1
H25P310,ZINCpB00000O4g8c,CCc1cc(CN(C[C@]2(F)CCOC2)C(=O)[C@@H]2CCC(F)(F)C2)no1
H25P310,ZINCpB00000O4g7Q,CCc1cc(CN(CC2(F)CCC2)C(=O)COCCCN=[N+]=[N-])on1
H19P100,ZINCjg00001bPvgM,CN(C)C(=O)C(C)(C)CNC(=O)C[C@@]1(C)CCOC1
H24P160,ZINCom00000si4f3,CCOC(=O)[C@@H]1C[C@]12C[C@H]2C(=O)NCc1ccccc1C(=O)OC
H25P280,ZINCpy00000xCXOg,C[C@@]1(NC(=O)C2=CCCCC2)CCCC[C@@H]1C(=O)NCc1ccon1
H21P150,ZINCll00001bPvhm,CN(C)C(=O)C(C)(C)CNC(=O)NC1C[C@@H]2CSC[C@H]2C1
H19P060,ZINCjc00001bPvh6,CN(C)C(=O)C(C)(C)CNC(=O)[C@H]1C[C@H]2C[C@@H]1CO2
H25P090,ZINCpf00002sYBSB,COC(=O)c1ccc(-n2cc(CCC(=O)N3CC[C@H]3CF)nn2)cn1
H24P140,ZINCok00000op9rQ,Cc1cncc(NC(=O)[C@H]2C[C@@H](O)CN2Cc2ccc(F)nc2)c1
H25P310,ZINCpB00000O4g7E,CCc1cc(CN(Cc2csnn2)C[C@H]2CC[C@@](C)(CC)O2)n(C)n1
H25P230,ZINCpt000003jnyk,O=C(Cc1ccco1)N1[C@H]2CC[C@H]1CN(C[C@H]1C[C@]13CCOC3)CC2
H23P300,ZINCnA000003KAb0,CC(C)C[C@@H](C)CN1C[C@H]2[C@H](NC(=O)C3(C(F)(F)F)CC3)[C@H]2C1
H25P150,ZINCpl00000SJ7JH,C=C[C@@H](OC)C(=O)N[C@H]1C=CC[C@H](C(=O)N[C@@H](C(C)C)C(C)(C)O)C1
H24P260,ZINCow000007IWUK,Cc1ccoc1C(=O)NC[C@@H]1CC[C@H]1NC(=O)c1ccc(Br)cn1
H25M000,ZINCp500000VW6F6,C[C@H]1[C@H](NC(=O)CNC=O)CCCN1C(=O)[C@@H]1OC[C@@H]2COCC[C@@H]21
H23P210,ZINCnr00000r2f8F,C[C@H](CN=[N+]=[N-])NC(=O)C(C)(C)CNC(=O)c1ccsc1C#N
H25P230,ZINCpt000003jnWl,O=C(Cc1cccs1)N[C@@H]1C[C@H]1[C@@H]1CCCN(C(=O)c2cnoc2)C1
H21P270,ZINClx00000g4cof,C[C@H]1CC2(CCN(C(=O)NC(C3CC3)C3CC3)CC2)CO1
H25P050,ZINCpb00000VW6FN,C[C@H]1CN2CCN1[C@@H](C(=O)N(C)CCNC(=O)C1(C)SCCCS1)C2
